Player,Position,Age,Market Value,Nationality,Joined Club,Joined League,Transfer Fee
Lukasz Poreba,Central Midfield,24,EUR1.20m,Poland,Hamburger SV,2. Bundesliga,EUR750k
David Herold,Left-Back,21,EUR1.20m,Germany,Karlsruher SC,2. Bundesliga,EUR750k
Mamadou Sangare,Central Midfield,22,EUR1.20m,Mali,Rapid Vienna,Bundesliga,EUR700k
Gary Magnee,Right-Back,24,EUR1.20m,Belgium,Cercle Brugge,Jupiler Pro League,EUR700k
Kirill Kaplenko,Defensive Midfield,25,EUR1.20m,Belarus,Khimki,Premier Liga,EUR680k
Jonathan Gomez,Left-Back,20,EUR1.20m,United States,PAOK Salonika,Super League 1,EUR600k
Jonas Acevedo,Left Winger,27,EUR1.20m,Argentina,Instituto ACC,N/A,EUR594k
Sakarias Opsahl,Central Midfield,25,EUR1.20m,Norway,Brann,Eliteserien,EUR590k
Franco Zapiola,Attacking Midfield,23,EUR1.20m,Argentina,Platense,Liga Profesional,EUR550k
Bailey Peacock-Farrell,Goalkeeper,27,EUR1.20m,Northern Ireland,Birmingham,League One,EUR530k
Imanol Garcia de Albeniz,Left-Back,24,EUR1.20m,Spain,Sparta Prague,Chance Liga,EUR500k
Kolbeinn Finnsson,Left-Back,24,EUR1.20m,Iceland,FC Utrecht,Eredivisie,EUR500k
Wendel Silva,Centre-Forward,24,EUR1.20m,Brazil,Santos,Serie B,Loan fee:EUR500k
Jakub Hromada,Defensive Midfield,28,EUR1.20m,Slovakia,FC Rapid,SuperLiga,EUR500k
Julius Szoke,Defensive Midfield,28,EUR1.20m,Slovakia,Slo. Bratislava,Nike Liga,EUR500k
Ollie Rathbone,Central Midfield,27,EUR1.20m,England,Wrexham,League One,EUR500k
Zan Jevsenak,Defensive Midfield,21,EUR1.20m,Slovenia,Pisa,Serie B,EUR500k
Nico Mantl,Goalkeeper,24,EUR1.20m,Germany,Arouca,Liga Portugal,EUR500k
Francisco Chaverra,Left Winger,24,EUR1.20m,Colombia,Indep. Medellin,Liga DIMAYOR II,EUR457k
Eduardo Darias,Right Midfield,26,EUR1.20m,Uruguay,Penarol,N/A,EUR450k
Filip Kaloc,Central Midfield,24,EUR1.20m,Czech Republic,1.FC K'lautern,2. Bundesliga,EUR435k
Saul Guarirapa,Centre-Forward,21,EUR1.20m,Venezuela,CSKA Moscow,Premier Liga,Loan fee:EUR400k
Nikolas Dyhr,Left-Back,23,EUR1.20m,Denmark,Randers FC,Superliga,EUR373k
Scott Wright,Right Winger,27,EUR1.20m,Scotland,Birmingham,League One,EUR360k
Oumar Sako,Centre-Back,28,EUR1.20m,Niger,Rostov,Premier Liga,EUR350k
Alexander Callens,Centre-Back,32,EUR1.20m,Peru,AEK Athens,Super League 1,EUR300k
Gonzalo Rios,Attacking Midfield,25,EUR1.20m,Argentina,Ind. Rivadavia,Liga Profesional,EUR275k
Lucas Besozzi,Left Winger,21,EUR1.20m,Argentina,Newell's,Liga Profesional,Loan fee:EUR275k
Lorenzo Dickmann,Right-Back,27,EUR1.20m,Italy,Brescia,Serie B,EUR250k
Rustam Yatimov,Goalkeeper,25,EUR1.20m,Tajikistan,Rostov,Premier Liga,EUR230k
Dani Gomez,Centre-Forward,26,EUR1.20m,Spain,Valencia,LaLiga,Loan fee:EUR150k
Lasse Gunther,Left-Back,21,EUR1.20m,Germany,Karlsruher SC,2. Bundesliga,Loan fee:EUR100k
Luca Pfeiffer,Centre-Forward,28,EUR1.20m,Germany,Karlsruher SC,2. Bundesliga,Loan fee:EUR100k
Christopher Antwi-Adjei,Left Winger,30,EUR1.20m,Ghana,FC Schalke 04,2. Bundesliga,free transfer
Hyun-ju Lee,Attacking Midfield,21,EUR1.20m,"Korea, South",Hannover 96,2. Bundesliga,loan transfer
Robin Heusser,Central Midfield,26,EUR1.20m,Germany,Karlsruher SC,2. Bundesliga,free transfer
Kreshnik Hajrizi,Centre-Back,25,EUR1.20m,Kosovo,Widzew Lodz,Ekstraklasa,free transfer
Marcao,Centre-Forward,30,EUR1.20m,Brazil,Kocaelispor,1.Lig,loan transfer
Sebastian Kosa,Centre-Back,20,EUR1.20m,Slovakia,Real Zaragoza,LaLiga2,?
Dominik Dogan,Centre-Forward,25,EUR1.20m,Croatia,HNK Rijeka,SuperSport HNL,free transfer
Zalan Vancsa,Left Winger,19,EUR1.20m,Hungary,KAA Gent,Jupiler Pro League,loan transfer
Dalcio,Central Midfield,28,EUR1.20m,Guinea-Bissau,Red Star,Super liga Srbije,free transfer
Marcus Mathisen,Centre-Back,28,EUR1.20m,Denmark,1.FC Magdeburg,2. Bundesliga,?
Siebe Horemans,Right-Back,26,EUR1.20m,Belgium,FC Utrecht,Eredivisie,free transfer
Ivan Dyulgerov,Goalkeeper,24,EUR1.20m,Bulgaria,CSKA-Sofia,efbet Liga,free transfer
Yusupha Njie,Centre-Forward,30,EUR1.20m,The Gambia,Santos,Serie B,loan transfer
Claude Goncalves,Defensive Midfield,30,EUR1.20m,Portugal,Legia Warszawa,Ekstraklasa,free transfer
Jordi Mboula,Right Winger,25,EUR1.20m,Spain,Hellas Verona,Serie A,free transfer
Vladan Bubanja,Defensive Midfield,25,EUR1.20m,Montenegro,FK Sarajevo,Premijer Liga BiH,?
Jessy Deminguet,Central Midfield,26,EUR1.20m,France,FC Metz,Ligue 2,loan transfer
Sam McCallum,Left-Back,23,EUR1.20m,England,Sheff Utd,Championship,free transfer
Sinan Bakis,Centre-Forward,30,EUR1.20m,Türkiye,Gornik Zabrze,Ekstraklasa,loan transfer
Adrian Grbic,Centre-Forward,28,EUR1.20m,Austria,FC Luzern,Super League,?
Valerio Verre,Attacking Midfield,30,EUR1.20m,Italy,Palermo,Serie B,free transfer
Lefteris Lyratzis,Right-Back,24,EUR1.20m,Greece,NEC Nijmegen,Eredivisie,loan transfer
Dinko Horkas,Goalkeeper,25,EUR1.20m,Croatia,UD Las Palmas,LaLiga,free transfer
Alex Munoz,Centre-Back,29,EUR1.20m,Spain,UD Las Palmas,LaLiga,free transfer
Noah Persson,Left-Back,21,EUR1.20m,Sweden,Grasshoppers,Super League,loan transfer
Ben Gibson,Centre-Back,31,EUR1.20m,England,Stoke City,Championship,free transfer
Alban Ajdini,Right Winger,24,EUR1.20m,Kosovo,Lausanne-Sport,Super League,?
Arthur Chaves,Centre-Back,23,EUR1.20m,Brazil,TSG Hoffenheim,Bundesliga,?
Murilo de Souza,Right Winger,29,EUR1.20m,Brazil,Kyoto Sanga,J1 League,free transfer
Tim Parker,Centre-Back,31,EUR1.20m,United States,New England,MLS,?
Clement Michelin,Right-Back,27,EUR1.20m,France,Racing,LaLiga2,free transfer
Ivan Brnic,Left Winger,22,EUR1.20m,Croatia,NK Celje,Prva Liga,loan transfer
Baptiste Guillaume,Centre-Forward,29,EUR1.20m,Belgium,Almere City,Eredivisie,free transfer
Augusto Lotti,Second Striker,28,EUR1.20m,Argentina,Platense,Liga Profesional,free transfer
Timur Suleymanov,Centre-Forward,24,EUR1.20m,Russia,Loko Moscow,Premier Liga,free transfer
Carlinhos,Attacking Midfield,30,EUR1.20m,Brazil,Qatar SC,Stars League,loan transfer
Emir Ortakaya,Centre-Back,20,EUR1.20m,Türkiye,KVC Westerlo,Jupiler Pro League,loan transfer
Gianluca Frabotta,Left-Back,25,EUR1.20m,Italy,West Brom,Championship,free transfer
Moussa Sissoko,Central Midfield,34,EUR1.20m,France,Watford,Championship,free transfer
Sam Silvera,Left Winger,23,EUR1.20m,Australia,Portsmouth,Championship,loan transfer
Andre Dozzell,Central Midfield,25,EUR1.20m,England,Portsmouth,Championship,free transfer
Ibane Bowat,Centre-Back,21,EUR1.20m,Scotland,Portsmouth,Championship,?
Tomas Molina,Centre-Forward,29,EUR1.20m,Argentina,Argentinos Jrs.,Liga Profesional,free transfer
Nathaniel Chalobah,Defensive Midfield,29,EUR1.20m,England,Sheff Wed,Championship,free transfer
Lorenzo Venuti,Right-Back,29,EUR1.20m,Italy,Sampdoria,Serie B,?
Nikolas Ioannou,Left-Back,28,EUR1.20m,Cyprus,Sampdoria,Serie B,loan transfer
Harrison Ashby,Right-Back,22,EUR1.20m,Scotland,QPR,Championship,loan transfer
Peter Kovacik,Right Winger,22,EUR1.20m,Slovakia,Como,Serie A,?
Vital Nsimba,Left-Back,31,EUR1.20m,DR Congo,Maccabi Haifa,Ligat ha'Al,free transfer
Gael Kakuta,Attacking Midfield,33,EUR1.20m,DR Congo,Esteghlal FC,Persian Gulf Pro League,?
Didier Ndong,Central Midfield,30,EUR1.20m,Gabon,Esteghlal FC,Persian Gulf Pro League,free transfer
Herbie Kane,Central Midfield,25,EUR1.20m,England,Huddersfield,League One,free transfer
Kaide Gordon,Right Winger,19,EUR1.20m,England,Norwich,Championship,loan transfer
Emilio Lara,Right-Back,22,EUR1.20m,Mexico,Necaxa,Liga MX Apertura,loan transfer
Aliou Badji,Centre-Forward,26,EUR1.20m,Senegal,Red Star FC,Ligue 2,free transfer
Braydon Manu,Right Winger,27,EUR1.20m,Ghana,PEC Zwolle,Eredivisie,free transfer
Joao Carvalho,Attacking Midfield,27,EUR1.20m,Portugal,Estoril Praia,Liga Portugal,free transfer
Francisco Fydriszewski,Centre-Forward,31,EUR1.20m,Argentina,San Lorenzo,Liga Profesional,free transfer
Daniel Samek,Central Midfield,20,EUR1.20m,Czech Republic,Hradec Kralove,Chance Liga,loan transfer
Mathias Honsak,Left Winger,27,EUR1.20m,Austria,Heidenheim,Bundesliga,free transfer
Eric Ramirez,Centre-Forward,27,EUR1.20m,Argentina,Huracan,Liga Profesional,free transfer
Karol Angielski,Centre-Forward,28,EUR1.20m,Poland,AEK Larnaca,Cyprus League,free transfer
Boubacar Traore,Centre-Forward,24,EUR1.20m,Mali,AS Vita Club,N/A,?
Peter Kovacik,Right Winger,22,EUR1.20m,Slovakia,Jagiellonia,Ekstraklasa,loan transfer
Eder Balanta,Defensive Midfield,31,EUR1.20m,Colombia,CD America,Liga DIMAYOR II,free transfer
Keita Balde,Centre-Forward,29,EUR1.20m,Senegal,Sivasspor,Super Lig,free transfer
Tobias Rubio,Right-Back,20,EUR1.20m,Argentina,Defensa,Liga Profesional,loan transfer
Jordi Mboula,Right Winger,25,EUR1.20m,Spain,Gil Vicente,Liga Portugal,?
Jonathan Panzo,Centre-Back,23,EUR1.20m,England,Rio Ave,Liga Portugal,loan transfer
Ahmed Hassan,Centre-Forward,31,EUR1.20m,Egypt,Rio Ave,Liga Portugal,free transfer
Jesus Bernal,Central Midfield,27,EUR1.20m,Spain,Sporting Gijon,LaLiga2,free transfer
Nikola Maras,Centre-Back,28,EUR1.20m,Serbia,Sporting Gijon,LaLiga2,loan transfer
Deano Van Rooyen,Right-Back,27,EUR1.20m,South Africa,Orlando Pirates,Betway Premiership,?
Jose Matos,Left-Back,29,EUR1.20m,Spain,Cadiz CF,LaLiga2,free transfer
Hasan Kurucay,Centre-Back,27,EUR1.20m,Türkiye,OH Leuven,Jupiler Pro League,free transfer
Kenan Kodro,Centre-Forward,30,EUR1.20m,Bosnia-Herzegovina,Gaziantep FK,Super Lig,loan transfer
Bruno Viana,Centre-Back,29,EUR1.20m,Brazil,Gaziantep FK,Super Lig,loan transfer
Daniel Jr,Attacking Midfield,22,EUR1.20m,Brazil,America-MG,Serie B,loan transfer
Nyiko Mobbie,Right-Back,29,EUR1.20m,South Africa,SuperSport Utd.,Betway Premiership,?
Kasey Palmer,Attacking Midfield,27,EUR1.20m,Jamaica,Hull City,Championship,?
Theocharis Tsingaras,Central Midfield,24,EUR1.20m,Greece,Atromitos,Super League 1,?
Xadas,Attacking Midfield,26,EUR1.20m,Portugal,TJ Jinmen Tiger,Super League,free transfer
Rafa Soares,Left-Back,29,EUR1.20m,Portugal,Famalicao,Liga Portugal,free transfer
Bechir Ben Said,Goalkeeper,31,EUR1.20m,Tunisia,Esperance,Ligue I Pro,free transfer
Byron Castillo,Right-Back,29,EUR1.20m,Ecuador,Barcelona SC,Serie A Segunda Etapa,loan transfer
Jordan Amavi,Left-Back,30,EUR1.20m,France,Stade Brestois,Ligue 1,free transfer
Raimonds Krollis,Centre-Forward,22,EUR1.20m,Latvia,Triestina,Serie C - A,loan transfer
Lazar Markovic,Right Winger,30,EUR1.20m,Serbia,FC Baniyas,UAE Pro League,free transfer
Arnaud Lusamba,Central Midfield,27,EUR1.20m,DR Congo,FC Baniyas,UAE Pro League,?
Ettson Ayon,Centre-Forward,23,EUR1.20m,Mexico,Leon,Liga MX Apertura,?
Jordy Alcivar,Defensive Midfield,24,EUR1.20m,Ecuador,Leon,Liga MX Apertura,loan transfer
Henrich Ravas,Goalkeeper,26,EUR1.20m,Slovakia,Cracovia,Ekstraklasa,?
